values,cdf
-2.3268257076990735,0.0029585798816568047
-2.2956678766970535,0.005917159763313609
-2.211243060887764,0.008875739644970414
-2.1467982184812975,0.011834319526627219
-2.104975151269724,0.014792899408284023
-2.032197683175021,0.01775147928994083
-2.000449549341159,0.020710059171597635
-1.989792301812277,0.023668639053254437
-1.9786647812653078,0.026627218934911243
-1.931624754041893,0.029585798816568046
-1.922606974567787,0.03254437869822485
-1.8848953153823225,0.03550295857988166
-1.8055749027643708,0.038461538461538464
-1.775093034926796,0.04142011834319527
-1.7212013220078055,0.04437869822485207
-1.701874448047926,0.047337278106508875
-1.675908327632906,0.05029585798816568
-1.637905582313496,0.05325443786982249
-1.59812806894329,0.05621301775147929
-1.560893377319559,0.05917159763313609
-1.540370243811692,0.0621301775147929
-1.5299154232149512,0.0650887573964497
-1.5289278667982384,0.06804733727810651
-1.5265791358685692,0.07100591715976332
-1.5162561200731919,0.07396449704142012
-1.4405340223413095,0.07692307692307693
-1.4190994631261837,0.07988165680473373
-1.410462221978317,0.08284023668639054
-1.3907339688018419,0.08579881656804733
-1.3652339158807916,0.08875739644970414
-1.3614410638758323,0.09171597633136094
-1.3484773831723416,0.09467455621301775
-1.3467489218575317,0.09763313609467456
-1.3342723584341694,0.10059171597633136
-1.328243066938734,0.10355029585798817
-1.3068085392520175,0.10650887573964497
-1.2990703935065033,0.10946745562130178
-1.2925466818625886,0.11242603550295859
-1.2726093629636228,0.11538461538461539
-1.2718843422801014,0.11834319526627218
-1.2690538753532095,0.12130177514792899
-1.2615667577660439,0.1242603550295858
-1.2420528585861041,0.12721893491124261
-1.2248369436536233,0.1301775147928994
-1.2163163009072586,0.13313609467455623
-1.2092409452355315,0.13609467455621302
-1.1947110998076458,0.1390532544378698
-1.1926780234062422,0.14201183431952663
-1.180644874991741,0.14497041420118342
-1.1549198127118605,0.14792899408284024
-1.134306108823001,0.15088757396449703
-1.1336618917143226,0.15384615384615385
-1.1299206873485348,0.15680473372781065
-1.1189357008762846,0.15976331360946747
-1.112488908464956,0.16272189349112426
-1.0993737665404493,0.16568047337278108
