values,cdf
-2.7776122307205364,0.002967359050445104
-2.4274190476398374,0.005934718100890208
-2.230379478640096,0.008902077151335312
-2.218229513797067,0.011869436201780416
-2.208032482959082,0.01483679525222552
-2.1798656235081344,0.017804154302670624
-2.137455689290205,0.020771513353115726
-2.11629849220147,0.02373887240356083
-2.096736791871846,0.026706231454005934
-2.0701570195388475,0.02967359050445104
-2.0701570195388475,0.032640949554896145
-2.068477380303666,0.03560830860534125
-2.0615784124469694,0.03857566765578635
-2.0615784124469694,0.04154302670623145
-2.001219813260619,0.04451038575667656
-1.9810237657706538,0.04747774480712166
-1.9517981904506077,0.050445103857566766
-1.895131858351328,0.05341246290801187
-1.8311186245589677,0.05637982195845697
-1.7872606035959593,0.05934718100890208
-1.7867324542973608,0.06231454005934718
-1.7436158073911725,0.06528189910979229
-1.6624402728529881,0.06824925816023739
-1.6536924295856732,0.0712166172106825
-1.6473555375836628,0.07418397626112759
-1.643933535016647,0.0771513353115727
-1.628563443032395,0.08011869436201781
-1.6185130477005143,0.0830860534124629
-1.6081431094488685,0.08605341246290801
-1.6054266710524838,0.08902077151335312
-1.5727748132783588,0.09198813056379822
-1.513262318879262,0.09495548961424333
-1.484014787589246,0.09792284866468842
-1.4770600631059696,0.10089020771513353
-1.4557582976914445,0.10385756676557864
-1.452463650108232,0.10682492581602374
-1.4481837841790588,0.10979228486646884
-1.4481837841790588,0.11275964391691394
-1.4247083628735413,0.11572700296735905
-1.4247083628735413,0.11869436201780416
-1.4137463173925,0.12166172106824925
-1.412438981813322,0.12462908011869436
-1.4103152720310332,0.12759643916913946
-1.4096619997293214,0.13056379821958458
-1.3568591599306745,0.13353115727002968
-1.3254350858666042,0.13649851632047477
-1.3230257383543647,0.1394658753709199
-1.3023514537198706,0.142433234421365
-1.2951588302017205,0.14540059347181009
-1.2812812562020062,0.14836795252225518
-1.2779370369099956,0.1513353115727003
-1.2707780782839073,0.1543026706231454
-1.2574409478244641,0.1572700296735905
-1.2571238124816104,0.16023738872403562
-1.2405012047700938,0.1632047477744807
-1.2378148932011461,0.1661721068249258
