DATE;DATE;DOY;"Temperature
(oC)";"Relative Humidity
(%)";"Wind Speed
(m/s)";"Solar Radiation Rs
(w/m2)";"Rain";"Wind Direction
(oC)";"Max. Temperature
(oC)";"Max. Relative Humidity
(%)";"Max.  Wind Speed
(m/s)";"Max. Solar Radiation Rs
(w/m2)";"Min. Temperature
(oC)";"Min. Relative Humidity
(%)";"Min.  Wind Speed
(m/s)";"ETo
(mm)"
23/3/2017;Μαρ;82;12.0;70.3;1.3;258.9;0.0;218.5;18.1;92.9;4.6;846.7;6.2;49.5;0;2.1
24/3/2017;Μαρ;83;12.2;67.4;1.5;264.9;0.0;227.0;20;89.6;4.7;861.3;6.2;38.3;0;2.2
25/3/2017;Μαρ;84;13.6;66.8;1.0;229.0;0.0;137.4;21;89.1;4.5;843.8;5.2;39.4;0;1.8
26/3/2017;Μαρ;85;13.3;73.8;1.7;243.6;6.2;171.1;17.6;93.7;6.4;825.2;7.8;56;0;2.4
27/3/2017;Μαρ;86;9.2;67.0;2.6;186.1;8.0;126.4;13.8;88.8;5.6;889.7;5;41.1;0;2.7
28/3/2017;Μαρ;87;9.5;71.2;1.2;270.9;0.0;185.8;16.8;92.1;4.8;867.2;2.5;42.7;0;1.8
29/3/2017;Μαρ;88;12.8;63.3;1.4;271.6;0.0;189.0;21.1;93.5;4.8;871.6;4.2;29.9;0;2.2
30/3/2017;Μαρ;89;15.6;54.8;1.6;261.7;1.0;133.4;23.7;86.3;8.2;862.3;6.9;25.8;0;2.6
31/3/2017;Μαρ;90;15.1;53.9;4.7;251.2;0.0;64.3;18.7;78.4;10;966.3;10.1;39.4;0.2;4.8
1/4/2017;Απρ;91;10.8;64.1;1.5;279.9;0.0;220.2;16.3;84.3;5;891.1;4.8;40;0;2.1
2/4/2017;Απρ;92;10.5;65.4;1.1;287.4;0.0;211.8;17.2;87.2;4.3;903.8;3.6;39.5;0;1.8
3/4/2017;Απρ;93;11.1;69.2;1.0;205.0;0.0;171.6;16.3;85.3;4.2;936;4.4;51;0;1.8
4/4/2017;Απρ;94;13.9;74.7;1.2;258.3;0.2;131.8;18.9;97.4;3.8;940;8.3;43.6;0;1.9
5/4/2017;Απρ;95;12.6;85.0;0.6;77.2;0.2;190.3;16.2;93.8;2.4;533.2;8.4;70.4;0;1.7
6/4/2017;Απρ;96;12.1;85.2;1.2;238.5;2.6;165.7;19.5;99.1;7.3;991.2;6.3;54.6;0;1.9
7/4/2017;Απρ;97;10.7;88.5;1.1;86.7;0.4;129.0;13.7;99.5;3.9;555.2;7;66;0;1.8
8/4/2017;Απρ;98;9.6;76.2;1.1;165.4;0.0;136.0;15.7;98.3;4.6;1274.4;2.7;46.6;0;1.7
9/4/2017;Απρ;99;12.3;67.4;1.6;221.6;0.0;164.6;17.9;92.1;5.7;949.7;6.3;40.1;0;2.2
10/4/2017;Απρ;100;12.0;74.6;1.4;293.8;0.0;204.9;18.7;93.2;5.4;927.7;4.8;51.1;0;2.1
11/4/2017;Απρ;101;12.3;75.4;1.1;287.4;0.0;201.6;18.9;97;4.6;892.1;6.1;52.6;0;1.9
12/4/2017;Απρ;102;13.9;72.4;1.4;205.3;0.0;148.7;21.4;95.7;6.8;1029.3;6.7;38.6;0;2.1
13/4/2017;Απρ;103;14.2;73.9;1.6;274.8;0.0;214.6;20.4;96.8;4.7;898;7.5;42.8;0;2.3
14/4/2017;Απρ;104;16.8;64.0;1.6;228.6;0.0;159.5;23.9;97.8;6.3;926.8;9;31.2;0;2.5
15/4/2017;Απρ;105;16.3;62.8;0.8;195.8;0.0;157.3;22.2;82.9;3.5;1058.6;11.5;35.8;0;1.6
16/4/2017;Απρ;106;15.3;76.3;1.2;224.3;0.0;111.5;20.7;89.4;4.2;1079.1;9.3;58.6;0;2.2
17/4/2017;Απρ;107;13.7;86.9;1.3;86.2;13.0;99.3;17.8;100;6.7;739.3;10.2;71.7;0;2.2
18/4/2017;Απρ;108;10.1;78.2;1.2;120.9;3.2;103.2;12.9;92.3;3.7;1200.2;7.5;66.2;0;1.9
19/4/2017;Απρ;109;11.7;83.8;0.8;62.3;0.0;52.8;14.9;96.8;2.6;568.4;8.1;71;0;1.8
20/4/2017;Απρ;110;14.4;68.9;4.4;211.6;0.0;201.8;17.9;100;13;932.1;7.9;26.1;0;3.9
21/4/2017;Απρ;111;8.6;72.5;1.3;226.0;6.2;119.0;13.8;98.6;4.9;1117.2;4.5;46.9;0;1.8
22/4/2017;Απρ;112;9.8;65.2;1.1;188.9;0.0;178.3;13.9;85.1;5.1;1282.7;6.5;42.8;0;1.7
23/4/2017;Απρ;113;12.1;63.6;3.0;271.6;0.0;214.0;19.3;90.1;8.6;1158.7;4.2;35.1;0;3.4
24/4/2017;Απρ;114;12.5;64.5;2.1;327.2;0.0;134.5;16.8;90.8;6.4;1004.9;7.9;36.9;0;2.6
25/4/2017;Απρ;115;11.9;64.9;1.3;319.1;0.0;157.0;18.4;90.9;4.4;945.3;4.3;39;0;2
26/4/2017;Απρ;116;13.4;66.3;1.3;319.7;0.0;114.5;20.3;89.3;4.1;940;5.4;44.3;0;2.2
27/4/2017;Απρ;117;14.8;67.5;1.2;317.1;0.0;146.7;21.3;91.3;4;961;7.5;42.6;0;2.1
28/4/2017;Απρ;118;16.6;63.5;1.1;312.8;0.0;115.6;23.5;87.6;3.9;937;9.4;39.8;0;2.1
29/4/2017;Απρ;119;17.0;63.8;0.8;242.8;0.0;121.8;24.3;88;4.4;1014.7;10.1;37.8;0;1.7
30/4/2017;Απρ;120;18.7;63.1;1.6;107.6;0.0;176.0;21.9;82.4;5.1;667;13.7;45.7;0;2.6
1/5/2017;Μαϊ;121;20.3;54.0;2.5;297.2;0.0;133.3;25;82.5;7.7;972.2;13.9;27.7;0;3.7
2/5/2017;Μαϊ;122;19.0;57.1;1.3;291.0;0.0;162.9;26.2;87;5.5;918.5;12;23.2;0;2.3
3/5/2017;Μαϊ;123;20.3;51.0;1.8;313.1;0.0;148.2;26.1;78.8;5.5;922.9;13.6;27.7;0;3.1
4/5/2017;Μαϊ;124;19.6;57.4;1.5;307.9;0.0;172.8;25.3;80;5.5;907.7;12.9;39.8;0;2.7
5/5/2017;Μαϊ;125;18.9;67.1;1.3;300.4;0.0;162.6;24.6;88.9;5.3;1079.1;13.4;43.1;0;2.3
6/5/2017;Μαϊ;126;16.8;74.6;0.9;196.9;0.8;172.2;23;92.7;4.1;1167.5;12.6;40.5;0;1.7
7/5/2017;Μαϊ;127;15.9;77.8;1.4;273.7;3.2;152.6;22.4;96.1;5.9;971.2;9.7;44.5;0;2.1
8/5/2017;Μαϊ;128;16.3;81.7;0.7;212.9;1.0;142.7;21.3;96.1;3.6;1301.3;10.1;57.7;0;1.7
9/5/2017;Μαϊ;129;17.4;74.7;1.3;254.2;0.0;93.7;23;95.9;10.3;1146.5;12.5;49.7;0;2.2
10/5/2017;Μαϊ;130;15.9;83.3;0.9;180.9;0.4;143.5;20.7;99.4;6.3;1195.3;11.9;57.9;0;1.8
11/5/2017;Μαϊ;131;16.6;83.2;1.4;255.4;0.0;138.7;21.4;97.3;4.8;1127;13.1;62.5;0;2.3
12/5/2017;Μαϊ;132;16.8;85.0;0.6;183.0;0.0;89.9;23.3;100;3.8;877;11.8;56.4;0;1.6
13/5/2017;Μαϊ;133;19.5;81.0;1.2;287.0;0.0;104.9;25.3;98.4;4.5;951.2;13.6;58.8;0;2.3
14/5/2017;Μαϊ;134;19.9;80.9;1.5;291.5;10.4;157.4;28;100;6;952.7;14.8;45.2;0;2.3
15/5/2017;Μαϊ;135;18.3;83.0;0.9;219.1;0.0;140.0;22;94.3;4.4;1170.9;13.7;68.6;0;2.1
16/5/2017;Μαϊ;136;19.0;63.9;2.8;177.4;0.0;120.0;22.4;97.8;7;581.6;14.5;40.6;0;3.6
17/5/2017;Μαϊ;137;19.4;48.8;6.4;166.6;0.0;51.3;22.2;59.8;11;975.1;17.8;39.4;2.4;6.5
18/5/2017;Μαϊ;138;19.5;41.1;5.4;326.3;0.0;52.2;23.3;59.1;8.9;1187.5;15.6;27.2;0;6.5
19/5/2017;Μαϊ;139;17.9;44.4;3.0;332.8;0.0;109.8;23.2;75.2;8.8;1093.8;12.2;26.3;0;4.3
20/5/2017;Μαϊ;140;17.5;58.8;1.9;335.7;0.0;153.7;24;82.4;6.9;981.9;10.3;30.9;0;2.9
21/5/2017;Μαϊ;141;17.6;65.4;2.2;161.5;0.0;63.7;21.6;85.2;7.8;1002;13;43.2;0;3
22/5/2017;Μαϊ;142;17.1;65.8;0.9;227.9;0.0;126.9;23.1;87.8;3.8;1060.1;8.2;46.6;0;2
23/5/2017;Μαϊ;143;18.5;70.3;1.0;208.7;0.0;184.7;24.6;89.5;4.4;1203.1;13.1;48.1;0;2
24/5/2017;Μαϊ;144;18.3;69.3;1.1;206.2;0.0;134.5;22.6;90.2;3.9;993.2;14.7;44.5;0;2
25/5/2017;Μαϊ;145;18.2;70.7;1.0;244.2;0.0;112.2;23.6;92.7;3.6;1100.6;13.5;41.9;0;1.9
26/5/2017;Μαϊ;146;16.6;88.3;0.6;78.4;1.8;136.5;19.4;98;5;455.1;13.1;68.9;0;1.7
27/5/2017;Μαϊ;147;16.5;93.5;0.6;83.0;5.2;173.1;19.1;100;3.6;442.9;15.1;80.3;0;1.9
28/5/2017;Μαϊ;148;18.3;69.2;1.6;180.7;0.8;66.6;21.9;91.9;6.8;875;15.3;51.1;0;2.6
29/5/2017;Μαϊ;149;21.2;55.3;2.6;344.3;0.0;59.5;26.3;76.5;7.3;1020;16.1;38.3;0;4
30/5/2017;Μαϊ;150;20.3;64.4;1.5;286.5;0.0;142.6;25.5;88.2;5.2;1093.8;14.4;37.6;0;2.5
31/5/2017;Μαϊ;151;19.9;75.8;1.0;333.6;0.0;103.8;25.7;95.8;3.5;981;13.3;52.1;0;2.1
1/6/2017;Ιουν;152;22.3;75.1;1.3;322.4;0.0;121.3;29.5;98.8;4.2;1060.1;15.1;44.2;0;2.3
2/6/2017;Ιουν;153;22.7;73.9;0.8;259.4;0.0;149.9;29.4;94.3;4.3;1028.8;16.6;51;0;2
3/6/2017;Ιουν;154;24.1;62.3;1.2;314.6;0.0;140.7;30.3;89;4.8;940;17.1;38.5;0;2.4
4/6/2017;Ιουν;155;21.9;67.6;1.3;173.4;0.0;120.9;25.8;85;5.3;817.4;18.5;49.9;0;2.5
5/6/2017;Ιουν;156;21.8;66.0;1.3;298.9;0.0;149.8;26.9;90.4;4.6;959;15.5;50.1;0;2.6
6/6/2017;Ιουν;157;21.2;74.2;1.3;329.1;0.0;183.4;26.5;93.6;4;949.7;15.6;55.6;0;2.5
7/6/2017;Ιουν;158;22.4;75.2;1.2;329.5;2.2;139.6;27.8;95.2;4.7;943.4;16.3;54.9;0;2.4
8/6/2017;Ιουν;159;22.0;76.6;1.2;114.1;0.0;148.0;27.8;95.1;5.3;901.4;17.9;46.9;0;2.2
9/6/2017;Ιουν;160;20.8;67.1;1.1;235.8;0.6;128.7;25.2;93.1;4.4;1246.6;16.7;40;0;2.1
10/6/2017;Ιουν;161;20.7;72.5;1.3;293.9;0.0;165.4;25.6;93.7;4.1;1227.1;14.4;51.5;0;2.4
11/6/2017;Ιουν;162;21.2;71.3;2.1;199.8;0.0;152.6;24.3;94.9;5.6;1066.9;17.3;52.9;0;3.1
12/6/2017;Ιουν;163;23.6;52.0;3.1;315.6;0.0;53.3;28.6;85.6;7.9;1167;18.7;34.1;0;4.7
13/6/2017;Ιουν;164;22.6;64.3;1.2;332.4;0.0;187.5;28.1;93.5;4.4;1303.2;15.6;45.3;0;2.5
14/6/2017;Ιουν;165;24.6;67.1;1.4;319.9;0.8;158.2;32;98.2;5.6;984.4;17.2;38.9;0;2.6
15/6/2017;Ιουν;166;23.3;73.6;1.1;316.1;0.0;122.4;29.6;98.5;5.1;1102.1;18.8;41.3;0;2.1
16/6/2017;Ιουν;167;22.7;66.1;1.1;297.8;0.0;148.8;27.2;90.3;4.1;1037.6;16.9;43.5;0;2.2
17/6/2017;Ιουν;168;20.3;73.2;0.6;130.7;0.0;102.2;25.3;93.4;3.9;811;16.8;47.3;0;1.6
18/6/2017;Ιουν;169;18.4;74.2;0.9;232.5;1.6;93.3;24.2;94.9;5.5;1238.8;14.7;34.2;0;1.6
19/6/2017;Ιουν;170;20.1;66.5;1.3;222.9;0.0;84.8;26.5;96.5;7;1196.3;14.5;37.1;0;2.3
20/6/2017;Ιουν;171;22.1;62.5;0.8;200.2;0.0;167.4;29;88.7;5.6;982.9;15.1;40.5;0;1.9
21/6/2017;Ιουν;172;23.4;63.0;1.3;324.6;0.0;163.4;29.1;89.8;4.5;973.6;16.3;44.5;0;2.6
22/6/2017;Ιουν;173;24.6;61.4;0.7;282.1;0.0;119.3;32;86;4.3;971.2;15.7;35.3;0;1.8
23/6/2017;Ιουν;174;25.0;68.5;1.1;330.0;0.0;110.1;30.7;93.7;3.5;947.8;17.9;44.3;0;2.3
24/6/2017;Ιουν;175;25.5;67.7;0.5;212.8;0.0;115.4;32.7;94.2;3;959.5;18.4;42.3;0;1.6
25/6/2017;Ιουν;176;27.2;60.3;1.0;316.8;0.0;102.2;33.2;87.7;3.2;1077.2;19.9;37.2;0;2.3
26/6/2017;Ιουν;177;26.2;57.1;1.0;303.3;0.0;203.2;31;76.2;3.4;981;20.4;43.4;0;2.4
27/6/2017;Ιουν;178;26.4;64.0;1.0;326.5;0.0;143.3;31.5;84.8;3.7;929.2;20.1;46;0;2.3
28/6/2017;Ιουν;179;26.8;64.2;0.8;322.7;0.0;129.6;32.5;87.4;3;920.4;20.4;43.9;0;2.1
29/6/2017;Ιουν;180;26.9;68.3;0.8;318.7;0.0;147.7;33.2;90;3.3;914.1;19.8;45.3;0;2
30/6/2017;Ιουν;181;28.9;59.8;0.6;324.1;0.0;104.5;36.6;90.6;3.4;919.4;20;31.8;0;1.7
1/7/2017;Ιουλ;182;30.1;50.4;0.7;323.1;0.0;98.7;38.6;75.9;3.2;924.8;20.8;26;0;1.9
2/7/2017;Ιουλ;183;29.8;49.7;0.7;326.7;0.0;87.7;37.7;69;3.3;934.1;21.2;31.1;0;2
3/7/2017;Ιουλ;184;26.3;59.2;1.2;238.8;0.0;112.2;31.3;80.3;4.7;896;21;46.2;0;2.7
4/7/2017;Ιουλ;185;24.4;48.4;2.5;311.4;0.0;74.7;29.8;67.3;6.7;1196.8;17.6;37.1;0;4.4
5/7/2017;Ιουλ;186;24.6;48.5;2.2;323.8;0.0;73.1;30.6;79.8;6.4;1018.1;15.9;29.1;0;4
6/7/2017;Ιουλ;187;24.9;47.8;1.8;337.7;0.0;118.6;31.5;70.1;5.3;977.1;17.3;30;0;3.5
7/7/2017;Ιουλ;188;24.9;60.4;1.2;320.7;0.0;138.7;31.6;87.2;4.9;971.2;17.5;37;0;2.5
8/7/2017;Ιουλ;189;23.5;65.0;0.9;296.8;0.4;160.4;28.4;88.8;3.1;956.6;18.5;41.6;0;2
9/7/2017;Ιουλ;190;26.3;66.8;1.0;322.6;0.0;146.8;33.2;90.9;3.6;1017.1;19.3;42.7;0;2.3
10/7/2017;Ιουλ;191;27.4;55.3;1.3;312.3;0.0;127.2;31.7;87.2;4.3;981;21.2;39.6;0;2.8
11/7/2017;Ιουλ;192;25.8;60.9;1.0;321.0;0.0;177.4;31.3;84.3;3.1;919;20.1;36.3;0;2.2
12/7/2017;Ιουλ;193;25.8;63.0;0.8;312.7;0.0;163.5;31.9;84.3;2.8;940.9;19.4;43.6;0;2
13/7/2017;Ιουλ;194;28.2;59.1;1.2;302.1;0.0;148.5;33.7;80.5;4.5;915.1;21.2;41.3;0;2.7
14/7/2017;Ιουλ;195;27.6;53.9;1.3;275.5;0.0;115.5;33.4;82.3;4.4;1046.9;23.5;28.5;0;2.6
15/7/2017;Ιουλ;196;23.6;66.3;1.2;319.1;4.0;185.9;29.2;98.7;5.1;957.5;17.7;37.2;0;2.3
16/7/2017;Ιουλ;197;23.0;55.0;1.5;194.7;0.0;123.2;28;83.1;5.4;1200.7;19;34.4;0;2.8
17/7/2017;Ιουλ;198;20.9;69.5;3.1;120.8;4.4;104.5;25.1;99.9;7.8;747.6;17.7;49;0;3.9
18/7/2017;Ιουλ;199;21.8;56.1;2.0;65.2;0.4;92.6;25.5;99.8;5.3;500;17.8;42.2;0;3.3
